state,stabbrs,year,sex,Census_Region,Census_Division,LE,race
Colorado,CO,1993,Female,West,Mountain,76.32954908,black
Colorado,CO,1993,Male,West,Mountain,69.4541679,black
Colorado,CO,1994,Female,West,Mountain,76.2484877,black
Colorado,CO,1994,Male,West,Mountain,69.73587021,black
Colorado,CO,1995,Female,West,Mountain,76.26713822,black
Colorado,CO,1995,Male,West,Mountain,70.04164467,black
Colorado,CO,1996,Female,West,Mountain,76.46174006,black
Colorado,CO,1996,Male,West,Mountain,70.45449547,black
Colorado,CO,1997,Female,West,Mountain,76.44943567,black
Colorado,CO,1997,Male,West,Mountain,70.86284915,black
Colorado,CO,1998,Female,West,Mountain,76.52270696,black
Colorado,CO,1998,Male,West,Mountain,71.23524782,black
Colorado,CO,1999,Female,West,Mountain,76.7486294,black
Colorado,CO,1999,Male,West,Mountain,71.5631683,black
Colorado,CO,2000,Female,West,Mountain,77.0280807,black
Colorado,CO,2000,Male,West,Mountain,71.86889525,black
Colorado,CO,2001,Female,West,Mountain,77.36418334,black
Colorado,CO,2001,Male,West,Mountain,72.24418486,black
Colorado,CO,2002,Female,West,Mountain,77.60912613,black
Colorado,CO,2002,Male,West,Mountain,72.50467851,black
Colorado,CO,2003,Female,West,Mountain,77.8256009,black
Colorado,CO,2003,Male,West,Mountain,72.76517678,black
Colorado,CO,2004,Female,West,Mountain,78.22880319,black
Colorado,CO,2004,Male,West,Mountain,73.2070556,black
Colorado,CO,2005,Female,West,Mountain,78.48845424,black
Colorado,CO,2005,Male,West,Mountain,73.49900377,black
Colorado,CO,2006,Female,West,Mountain,79.01296342,black
Colorado,CO,2006,Male,West,Mountain,73.77044709,black
Colorado,CO,2007,Female,West,Mountain,79.31345264,black
Colorado,CO,2007,Male,West,Mountain,74.01757589,black
Colorado,CO,2008,Female,West,Mountain,79.50518843,black
Colorado,CO,2008,Male,West,Mountain,74.12636552,black
Colorado,CO,2009,Female,West,Mountain,79.74368091,black
Colorado,CO,2009,Male,West,Mountain,74.28411908,black
Colorado,CO,2010,Female,West,Mountain,79.76893759,black
Colorado,CO,2010,Male,West,Mountain,74.51388505,black
Colorado,CO,2011,Female,West,Mountain,79.76018211,black
Colorado,CO,2011,Male,West,Mountain,74.71306257,black
Colorado,CO,2012,Female,West,Mountain,79.8173835,black
Colorado,CO,2012,Male,West,Mountain,74.8089704,black
Colorado,CO,2013,Female,West,Mountain,80.00867477,black
Colorado,CO,2013,Male,West,Mountain,74.78922495,black
Connecticut,CT,1969,Female,Northeast,New England,71.15790824,black
Connecticut,CT,1969,Male,Northeast,New England,63.09528047,black
Connecticut,CT,1970,Female,Northeast,New England,71.31697475,black
Connecticut,CT,1970,Male,Northeast,New England,63.3478106,black
Connecticut,CT,1971,Female,Northeast,New England,71.57865083,black
Connecticut,CT,1971,Male,Northeast,New England,63.80900174,black
Connecticut,CT,1972,Female,Northeast,New England,71.9961967,black
Connecticut,CT,1972,Male,Northeast,New England,64.06556435,black
Connecticut,CT,1973,Female,Northeast,New England,72.27178589,black
Connecticut,CT,1973,Male,Northeast,New England,64.41063823,black
Connecticut,CT,1974,Female,Northeast,New England,72.56764401,black
Connecticut,CT,1974,Male,Northeast,New England,64.5132663,black
Connecticut,CT,1975,Female,Northeast,New England,73.02042433,black
Connecticut,CT,1975,Male,Northeast,New England,64.78619892,black
Connecticut,CT,1976,Female,Northeast,New England,73.51810901,black
Connecticut,CT,1976,Male,Northeast,New England,65.03111922,black
Connecticut,CT,1977,Female,Northeast,New England,73.92850412,black
Connecticut,CT,1977,Male,Northeast,New England,65.47378959,black
Connecticut,CT,1978,Female,Northeast,New England,74.15004076,black
Connecticut,CT,1978,Male,Northeast,New England,65.63266985,black
Connecticut,CT,1979,Female,Northeast,New England,74.40336701,black
Connecticut,CT,1979,Male,Northeast,New England,65.85220086,black
Connecticut,CT,1980,Female,Northeast,New England,74.77735656,black
Connecticut,CT,1980,Male,Northeast,New England,65.92816903,black
Connecticut,CT,1981,Female,Northeast,New England,74.89907276,black
Connecticut,CT,1981,Male,Northeast,New England,65.87412502,black
Connecticut,CT,1982,Female,Northeast,New England,74.9770513,black
Connecticut,CT,1982,Male,Northeast,New England,65.94888044,black
Connecticut,CT,1983,Female,Northeast,New England,75.06700648,black
Connecticut,CT,1983,Male,Northeast,New England,65.93652347,black
Connecticut,CT,1984,Female,Northeast,New England,74.7986198,black
Connecticut,CT,1984,Male,Northeast,New England,66.07496166,black
Connecticut,CT,1985,Female,Northeast,New England,74.93448677,black
Connecticut,CT,1985,Male,Northeast,New England,65.91199423,black
Connecticut,CT,1986,Female,Northeast,New England,75.04599998,black
Connecticut,CT,1986,Male,Northeast,New England,65.9443725,black
Connecticut,CT,1987,Female,Northeast,New England,75.28723801,black
Connecticut,CT,1987,Male,Northeast,New England,65.88006878,black
Connecticut,CT,1988,Female,Northeast,New England,75.54062988,black
Connecticut,CT,1988,Male,Northeast,New England,65.85531982,black
Connecticut,CT,1989,Female,Northeast,New England,75.70660073,black
Connecticut,CT,1989,Male,Northeast,New England,65.89458086,black
Connecticut,CT,1990,Female,Northeast,New England,75.80493029,black
Connecticut,CT,1990,Male,Northeast,New England,66.23550803,black
Connecticut,CT,1991,Female,Northeast,New England,76.05957055,black
Connecticut,CT,1991,Male,Northeast,New England,66.37865572,black
Connecticut,CT,1992,Female,Northeast,New England,76.16378631,black
Connecticut,CT,1992,Male,Northeast,New England,66.24426198,black
Connecticut,CT,1993,Female,Northeast,New England,76.21444085,black
Connecticut,CT,1993,Male,Northeast,New England,66.01894645,black
Connecticut,CT,1994,Female,Northeast,New England,76.25073262,black
Connecticut,CT,1994,Male,Northeast,New England,66.14767667,black
Connecticut,CT,1995,Female,Northeast,New England,76.53007741,black
Connecticut,CT,1995,Male,Northeast,New England,67.02695114,black
Connecticut,CT,1996,Female,Northeast,New England,76.95780479,black
Connecticut,CT,1996,Male,Northeast,New England,68.0342346,black
Connecticut,CT,1997,Female,Northeast,New England,77.15003141,black
Connecticut,CT,1997,Male,Northeast,New England,69.26950448,black
Connecticut,CT,1998,Female,Northeast,New England,77.34356357,black
Connecticut,CT,1998,Male,Northeast,New England,69.89294706,black
Connecticut,CT,1999,Female,Northeast,New England,77.80617031,black
Connecticut,CT,1999,Male,Northeast,New England,70.42758553,black
Connecticut,CT,2000,Female,Northeast,New England,78.15794504,black
Connecticut,CT,2000,Male,Northeast,New England,70.82941566,black
Connecticut,CT,2001,Female,Northeast,New England,78.48818085,black
Connecticut,CT,2001,Male,Northeast,New England,71.33530459,black
Connecticut,CT,2002,Female,Northeast,New England,78.87950992,black
Connecticut,CT,2002,Male,Northeast,New England,71.9516701,black
Connecticut,CT,2003,Female,Northeast,New England,79.12591875,black
Connecticut,CT,2003,Male,Northeast,New England,72.51916469,black
Connecticut,CT,2004,Female,Northeast,New England,79.4166688,black
Connecticut,CT,2004,Male,Northeast,New England,72.88650817,black
Connecticut,CT,2005,Female,Northeast,New England,79.81452519,black
Connecticut,CT,2005,Male,Northeast,New England,73.29788036,black
Connecticut,CT,2006,Female,Northeast,New England,80.18353894,black
Connecticut,CT,2006,Male,Northeast,New England,73.78192897,black
Connecticut,CT,2007,Female,Northeast,New England,80.5290429,black
Connecticut,CT,2007,Male,Northeast,New England,74.20674371,black
Connecticut,CT,2008,Female,Northeast,New England,80.95781754,black
Connecticut,CT,2008,Male,Northeast,New England,74.68782318,black
Connecticut,CT,2009,Female,Northeast,New England,81.02306847,black
Connecticut,CT,2009,Male,Northeast,New England,75.06887917,black
Connecticut,CT,2010,Female,Northeast,New England,81.1092143,black
Connecticut,CT,2010,Male,Northeast,New England,75.32886793,black
Connecticut,CT,2011,Female,Northeast,New England,81.23767435,black
Connecticut,CT,2011,Male,Northeast,New England,75.64021867,black
Connecticut,CT,2012,Female,Northeast,New England,81.40807222,black
Connecticut,CT,2012,Male,Northeast,New England,76.06916153,black
Connecticut,CT,2013,Female,Northeast,New England,81.47937793,black
Connecticut,CT,2013,Male,Northeast,New England,76.1493806,black
Delaware,DE,1969,Female,South,South Atlantic,68.33573907,black
Delaware,DE,1969,Male,South,South Atlantic,60.37713169,black
Delaware,DE,1970,Female,South,South Atlantic,68.7177509,black
Delaware,DE,1970,Male,South,South Atlantic,60.62612623,black
Delaware,DE,1971,Female,South,South Atlantic,69.05817235,black
Delaware,DE,1971,Male,South,South Atlantic,60.97226697,black
Delaware,DE,1972,Female,South,South Atlantic,69.38668426,black
Delaware,DE,1972,Male,South,South Atlantic,61.26179568,black
Delaware,DE,1973,Female,South,South Atlantic,69.81140223,black
Delaware,DE,1973,Male,South,South Atlantic,61.75796576,black
Delaware,DE,1974,Female,South,South Atlantic,70.28840505,black
Delaware,DE,1974,Male,South,South Atlantic,62.21968953,black
Delaware,DE,1975,Female,South,South Atlantic,70.76935206,black
Delaware,DE,1975,Male,South,South Atlantic,62.72605294,black
Delaware,DE,1976,Female,South,South Atlantic,71.13244752,black
Delaware,DE,1976,Male,South,South Atlantic,63.18840275,black
Delaware,DE,1977,Female,South,South Atlantic,71.39966556,black
Delaware,DE,1977,Male,South,South Atlantic,63.47821044,black
Delaware,DE,1978,Female,South,South Atlantic,71.7437189,black
Delaware,DE,1978,Male,South,South Atlantic,63.69761724,black
Delaware,DE,1979,Female,South,South Atlantic,71.95860948,black
Delaware,DE,1979,Male,South,South Atlantic,63.91780069,black
Delaware,DE,1980,Female,South,South Atlantic,72.16678952,black
Delaware,DE,1980,Male,South,South Atlantic,64.18986109,black
Delaware,DE,1981,Female,South,South Atlantic,72.45173566,black
Delaware,DE,1981,Male,South,South Atlantic,64.49698554,black
Delaware,DE,1982,Female,South,South Atlantic,72.55801553,black
Delaware,DE,1982,Male,South,South Atlantic,64.77460584,black
Delaware,DE,1983,Female,South,South Atlantic,72.67177717,black
Delaware,DE,1983,Male,South,South Atlantic,65.06115791,black
Delaware,DE,1984,Female,South,South Atlantic,72.69653453,black
Delaware,DE,1984,Male,South,South Atlantic,65.24408992,black
Delaware,DE,1985,Female,South,South Atlantic,72.91024221,black
Delaware,DE,1985,Male,South,South Atlantic,65.40625563,black
Delaware,DE,1986,Female,South,South Atlantic,73.03133007,black
Delaware,DE,1986,Male,South,South Atlantic,65.58675408,black
Delaware,DE,1987,Female,South,South Atlantic,73.10271,black
Delaware,DE,1987,Male,South,South Atlantic,65.83258397,black
Delaware,DE,1988,Female,South,South Atlantic,73.28309595,black
Delaware,DE,1988,Male,South,South Atlantic,65.91412953,black
Delaware,DE,1989,Female,South,South Atlantic,73.47397295,black
Delaware,DE,1989,Male,South,South Atlantic,66.01758674,black
Delaware,DE,1990,Female,South,South Atlantic,73.71678356,black
Delaware,DE,1990,Male,South,South Atlantic,66.18317517,black
Delaware,DE,1991,Female,South,South Atlantic,74.02750592,black
Delaware,DE,1991,Male,South,South Atlantic,66.37393434,black
Delaware,DE,1992,Female,South,South Atlantic,74.44106068,black
Delaware,DE,1992,Male,South,South Atlantic,66.47025867,black
Delaware,DE,1993,Female,South,South Atlantic,74.71634774,black
Delaware,DE,1993,Male,South,South Atlantic,66.38097945,black
Delaware,DE,1994,Female,South,South Atlantic,74.9967795,black
Delaware,DE,1994,Male,South,South Atlantic,66.28766177,black
Delaware,DE,1995,Female,South,South Atlantic,75.0765443,black
Delaware,DE,1995,Male,South,South Atlantic,66.49551714,black
Delaware,DE,1996,Female,South,South Atlantic,75.29328169,black
Delaware,DE,1996,Male,South,South Atlantic,67.15315271,black
Delaware,DE,1997,Female,South,South Atlantic,75.53162335,black
Delaware,DE,1997,Male,South,South Atlantic,68.04623453,black
Delaware,DE,1998,Female,South,South Atlantic,75.7167867,black
Delaware,DE,1998,Male,South,South Atlantic,68.44366356,black
Delaware,DE,1999,Female,South,South Atlantic,75.94229569,black
Delaware,DE,1999,Male,South,South Atlantic,68.79403234,black
Delaware,DE,2000,Female,South,South Atlantic,75.96047543,black
Delaware,DE,2000,Male,South,South Atlantic,69.21701607,black
Delaware,DE,2001,Female,South,South Atlantic,76.12965202,black
Delaware,DE,2001,Male,South,South Atlantic,69.57820067,black
Delaware,DE,2002,Female,South,South Atlantic,76.46915761,black
Delaware,DE,2002,Male,South,South Atlantic,69.84631864,black
Delaware,DE,2003,Female,South,South Atlantic,76.51989741,black
Delaware,DE,2003,Male,South,South Atlantic,69.99155428,black
Delaware,DE,2004,Female,South,South Atlantic,76.64444852,black
Delaware,DE,2004,Male,South,South Atlantic,70.34460315,black
Delaware,DE,2005,Female,South,South Atlantic,76.8683562,black
Delaware,DE,2005,Male,South,South Atlantic,70.71887126,black
Delaware,DE,2006,Female,South,South Atlantic,77.48582575,black
Delaware,DE,2006,Male,South,South Atlantic,71.23193081,black
Delaware,DE,2007,Female,South,South Atlantic,77.88918448,black
Delaware,DE,2007,Male,South,South Atlantic,71.73170094,black
Delaware,DE,2008,Female,South,South Atlantic,78.22420277,black
Delaware,DE,2008,Male,South,South Atlantic,72.07705152,black
Delaware,DE,2009,Female,South,South Atlantic,78.37754282,black
Delaware,DE,2009,Male,South,South Atlantic,72.34985971,black
Delaware,DE,2010,Female,South,South Atlantic,78.70043073,black
Delaware,DE,2010,Male,South,South Atlantic,72.57254408,black
Delaware,DE,2011,Female,South,South Atlantic,78.85999255,black
Delaware,DE,2011,Male,South,South Atlantic,72.86230192,black
Delaware,DE,2012,Female,South,South Atlantic,78.67186863,black
Delaware,DE,2012,Male,South,South Atlantic,73.0137697,black
Delaware,DE,2013,Female,South,South Atlantic,78.90761409,black
Delaware,DE,2013,Male,South,South Atlantic,73.14436291,black
Florida,FL,1969,Female,South,South Atlantic,67.50259793,black
Florida,FL,1969,Male,South,South Atlantic,58.53977065,black
Florida,FL,1970,Female,South,South Atlantic,68.00814615,black
Florida,FL,1970,Male,South,South Atlantic,58.71770068,black
Florida,FL,1971,Female,South,South Atlantic,68.55162063,black
Florida,FL,1971,Male,South,South Atlantic,59.12150775,black
Florida,FL,1972,Female,South,South Atlantic,68.81955042,black
Florida,FL,1972,Male,South,South Atlantic,59.60607416,black
Florida,FL,1973,Female,South,South Atlantic,69.35652275,black
Florida,FL,1973,Male,South,South Atlantic,60.03744777,black
Florida,FL,1974,Female,South,South Atlantic,70.40790577,black
Florida,FL,1974,Male,South,South Atlantic,60.81779069,black
Florida,FL,1975,Female,South,South Atlantic,71.26871259,black
Florida,FL,1975,Male,South,South Atlantic,61.6111216,black
Florida,FL,1976,Female,South,South Atlantic,71.84043321,black
Florida,FL,1976,Male,South,South Atlantic,62.26398627,black
Florida,FL,1977,Female,South,South Atlantic,72.12636522,black
Florida,FL,1977,Male,South,South Atlantic,62.57355452,black
Florida,FL,1978,Female,South,South Atlantic,72.68869305,black
Florida,FL,1978,Male,South,South Atlantic,62.99481965,black
Florida,FL,1979,Female,South,South Atlantic,72.65796773,black
Florida,FL,1979,Male,South,South Atlantic,63.10552687,black
Florida,FL,1980,Female,South,South Atlantic,72.69766938,black
Florida,FL,1980,Male,South,South Atlantic,63.19180533,black
Florida,FL,1981,Female,South,South Atlantic,72.7973581,black
Florida,FL,1981,Male,South,South Atlantic,63.57663801,black
Florida,FL,1982,Female,South,South Atlantic,73.45118125,black
Florida,FL,1982,Male,South,South Atlantic,64.09403844,black
Florida,FL,1983,Female,South,South Atlantic,73.4469553,black
Florida,FL,1983,Male,South,South Atlantic,64.33052146,black
Florida,FL,1984,Female,South,South Atlantic,73.37353728,black
Florida,FL,1984,Male,South,South Atlantic,64.4974256,black
Florida,FL,1985,Female,South,South Atlantic,73.2015224,black
Florida,FL,1985,Male,South,South Atlantic,64.55924038,black
Florida,FL,1986,Female,South,South Atlantic,73.19181024,black
Florida,FL,1986,Male,South,South Atlantic,64.3049722,black
Florida,FL,1987,Female,South,South Atlantic,73.12543167,black
Florida,FL,1987,Male,South,South Atlantic,63.86793503,black
Florida,FL,1988,Female,South,South Atlantic,73.15015813,black
Florida,FL,1988,Male,South,South Atlantic,63.73469461,black
Florida,FL,1989,Female,South,South Atlantic,73.249826,black
Florida,FL,1989,Male,South,South Atlantic,63.85535181,black
Florida,FL,1990,Female,South,South Atlantic,73.69824127,black
Florida,FL,1990,Male,South,South Atlantic,64.32185775,black
Florida,FL,1991,Female,South,South Atlantic,74.15759163,black
Florida,FL,1991,Male,South,South Atlantic,64.99636439,black
Florida,FL,1992,Female,South,South Atlantic,74.21440198,black
Florida,FL,1992,Male,South,South Atlantic,65.29694685,black
Florida,FL,1993,Female,South,South Atlantic,74.06075718,black
Florida,FL,1993,Male,South,South Atlantic,65.36806291,black
Florida,FL,1994,Female,South,South Atlantic,74.19351654,black
Florida,FL,1994,Male,South,South Atlantic,65.45573113,black
Florida,FL,1995,Female,South,South Atlantic,74.07547105,black
Florida,FL,1995,Male,South,South Atlantic,65.7207381,black
Florida,FL,1996,Female,South,South Atlantic,74.57602198,black
Florida,FL,1996,Male,South,South Atlantic,66.8615216,black
Florida,FL,1997,Female,South,South Atlantic,75.05520765,black
Florida,FL,1997,Male,South,South Atlantic,67.96232942,black
Florida,FL,1998,Female,South,South Atlantic,75.2680215,black
Florida,FL,1998,Male,South,South Atlantic,68.56584277,black
Florida,FL,1999,Female,South,South Atlantic,75.34576526,black
Florida,FL,1999,Male,South,South Atlantic,68.87126585,black
Florida,FL,2000,Female,South,South Atlantic,75.59038885,black
Florida,FL,2000,Male,South,South Atlantic,69.35436285,black
Florida,FL,2001,Female,South,South Atlantic,75.57688249,black
Florida,FL,2001,Male,South,South Atlantic,69.75721426,black
Florida,FL,2002,Female,South,South Atlantic,75.94601926,black
Florida,FL,2002,Male,South,South Atlantic,70.05712957,black
Florida,FL,2003,Female,South,South Atlantic,76.37624717,black
Florida,FL,2003,Male,South,South Atlantic,70.49877361,black
Florida,FL,2004,Female,South,South Atlantic,76.94522462,black
Florida,FL,2004,Male,South,South Atlantic,70.8751116,black
Florida,FL,2005,Female,South,South Atlantic,77.29607148,black
Florida,FL,2005,Male,South,South Atlantic,71.28445451,black
Florida,FL,2006,Female,South,South Atlantic,77.66832941,black
Florida,FL,2006,Male,South,South Atlantic,71.75134864,black
Florida,FL,2007,Female,South,South Atlantic,78.34765903,black
Florida,FL,2007,Male,South,South Atlantic,72.25210526,black
Florida,FL,2008,Female,South,South Atlantic,78.92530703,black
Florida,FL,2008,Male,South,South Atlantic,72.78499168,black
Florida,FL,2009,Female,South,South Atlantic,79.32476114,black
Florida,FL,2009,Male,South,South Atlantic,73.39002109,black
Florida,FL,2010,Female,South,South Atlantic,79.67093823,black
Florida,FL,2010,Male,South,South Atlantic,74.03606863,black
Florida,FL,2011,Female,South,South Atlantic,80.45005271,black
Florida,FL,2011,Male,South,South Atlantic,74.6038116,black
Florida,FL,2012,Female,South,South Atlantic,80.63375983,black
Florida,FL,2012,Male,South,South Atlantic,74.8416283,black
Florida,FL,2013,Female,South,South Atlantic,80.75242148,black
Florida,FL,2013,Male,South,South Atlantic,74.96367868,black
Georgia,GA,1969,Female,South,South Atlantic,67.72852291,black
Georgia,GA,1969,Male,South,South Atlantic,58.38123638,black
Georgia,GA,1970,Female,South,South Atlantic,68.26980665,black
Georgia,GA,1970,Male,South,South Atlantic,58.74538597,black
Georgia,GA,1971,Female,South,South Atlantic,68.85493899,black
Georgia,GA,1971,Male,South,South Atlantic,59.4678088,black
Georgia,GA,1972,Female,South,South Atlantic,69.15042563,black
Georgia,GA,1972,Male,South,South Atlantic,59.6909177,black
Georgia,GA,1973,Female,South,South Atlantic,69.51539088,black
Georgia,GA,1973,Male,South,South Atlantic,60.23527098,black
Georgia,GA,1974,Female,South,South Atlantic,70.24536293,black
Georgia,GA,1974,Male,South,South Atlantic,60.97259698,black
Georgia,GA,1975,Female,South,South Atlantic,71.21166932,black
Georgia,GA,1975,Male,South,South Atlantic,61.83874659,black
Georgia,GA,1976,Female,South,South Atlantic,71.62108813,black
Georgia,GA,1976,Male,South,South Atlantic,62.20960773,black
Georgia,GA,1977,Female,South,South Atlantic,71.80121398,black
Georgia,GA,1977,Male,South,South Atlantic,62.5453245,black
Georgia,GA,1978,Female,South,South Atlantic,72.23539856,black
Georgia,GA,1978,Male,South,South Atlantic,62.80489568,black
Georgia,GA,1979,Female,South,South Atlantic,72.52524285,black
Georgia,GA,1979,Male,South,South Atlantic,63.15158237,black
Georgia,GA,1980,Female,South,South Atlantic,72.53809446,black
Georgia,GA,1980,Male,South,South Atlantic,63.46636143,black
Georgia,GA,1981,Female,South,South Atlantic,72.86873216,black
Georgia,GA,1981,Male,South,South Atlantic,63.85831255,black
Georgia,GA,1982,Female,South,South Atlantic,73.48439661,black
Georgia,GA,1982,Male,South,South Atlantic,64.44035129,black
Georgia,GA,1983,Female,South,South Atlantic,73.51883646,black
Georgia,GA,1983,Male,South,South Atlantic,64.61554009,black
Georgia,GA,1984,Female,South,South Atlantic,73.42247334,black
Georgia,GA,1984,Male,South,South Atlantic,64.74361253,black
Georgia,GA,1985,Female,South,South Atlantic,73.37822364,black
Georgia,GA,1985,Male,South,South Atlantic,64.63056661,black
Georgia,GA,1986,Female,South,South Atlantic,73.37858071,black
Georgia,GA,1986,Male,South,South Atlantic,64.61538337,black
Georgia,GA,1987,Female,South,South Atlantic,73.41182499,black
Georgia,GA,1987,Male,South,South Atlantic,64.53260426,black
Georgia,GA,1988,Female,South,South Atlantic,73.28698025,black
Georgia,GA,1988,Male,South,South Atlantic,64.26143459,black
Georgia,GA,1989,Female,South,South Atlantic,73.47402167,black
Georgia,GA,1989,Male,South,South Atlantic,64.16451558,black
Georgia,GA,1990,Female,South,South Atlantic,73.79832179,black
Georgia,GA,1990,Male,South,South Atlantic,64.34125576,black
Georgia,GA,1991,Female,South,South Atlantic,74.04288073,black
Georgia,GA,1991,Male,South,South Atlantic,64.34512712,black
Georgia,GA,1992,Female,South,South Atlantic,74.21927658,black
Georgia,GA,1992,Male,South,South Atlantic,64.68012614,black
Georgia,GA,1993,Female,South,South Atlantic,74.23529792,black
Georgia,GA,1993,Male,South,South Atlantic,64.75214648,black
Georgia,GA,1994,Female,South,South Atlantic,74.53887158,black
Georgia,GA,1994,Male,South,South Atlantic,65.01395515,black
Georgia,GA,1995,Female,South,South Atlantic,74.44450557,black
Georgia,GA,1995,Male,South,South Atlantic,65.37732769,black
Georgia,GA,1996,Female,South,South Atlantic,74.68502093,black
Georgia,GA,1996,Male,South,South Atlantic,66.01953379,black
Georgia,GA,1997,Female,South,South Atlantic,74.94360702,black
Georgia,GA,1997,Male,South,South Atlantic,66.77775038,black
Georgia,GA,1998,Female,South,South Atlantic,75.03208514,black
Georgia,GA,1998,Male,South,South Atlantic,67.35951731,black
Georgia,GA,1999,Female,South,South Atlantic,75.1705332,black
Georgia,GA,1999,Male,South,South Atlantic,67.64640249,black
Georgia,GA,2000,Female,South,South Atlantic,75.18577638,black
Georgia,GA,2000,Male,South,South Atlantic,67.95034607,black
Georgia,GA,2001,Female,South,South Atlantic,75.28413358,black
Georgia,GA,2001,Male,South,South Atlantic,68.28853099,black
Georgia,GA,2002,Female,South,South Atlantic,75.30210239,black
Georgia,GA,2002,Male,South,South Atlantic,68.56281783,black
Georgia,GA,2003,Female,South,South Atlantic,75.51683464,black
Georgia,GA,2003,Male,South,South Atlantic,68.92025446,black
Georgia,GA,2004,Female,South,South Atlantic,75.89900979,black
Georgia,GA,2004,Male,South,South Atlantic,69.27389037,black
Georgia,GA,2005,Female,South,South Atlantic,76.2020265,black
Georgia,GA,2005,Male,South,South Atlantic,69.71712855,black
Georgia,GA,2006,Female,South,South Atlantic,76.65130293,black
Georgia,GA,2006,Male,South,South Atlantic,70.00255873,black
Georgia,GA,2007,Female,South,South Atlantic,77.00366082,black
Georgia,GA,2007,Male,South,South Atlantic,70.40389379,black
Georgia,GA,2008,Female,South,South Atlantic,77.29850446,black
Georgia,GA,2008,Male,South,South Atlantic,70.93930536,black
Georgia,GA,2009,Female,South,South Atlantic,77.7320359,black
Georgia,GA,2009,Male,South,South Atlantic,71.55784293,black
Georgia,GA,2010,Female,South,South Atlantic,78.10496553,black
Georgia,GA,2010,Male,South,South Atlantic,72.11809387,black
Georgia,GA,2011,Female,South,South Atlantic,78.45664559,black
Georgia,GA,2011,Male,South,South Atlantic,72.59951829,black
Georgia,GA,2012,Female,South,South Atlantic,78.74153603,black
Georgia,GA,2012,Male,South,South Atlantic,72.7938094,black
Georgia,GA,2013,Female,South,South Atlantic,78.7734915,black
Georgia,GA,2013,Male,South,South Atlantic,72.81148225,black
Illinois,IL,1969,Female,Midwest,East North Central,67.22356931,black
Illinois,IL,1969,Male,Midwest,East North Central,58.12615641,black
Illinois,IL,1970,Female,Midwest,East North Central,67.39070601,black
Illinois,IL,1970,Male,Midwest,East North Central,58.25183844,black
Illinois,IL,1971,Female,Midwest,East North Central,67.98763677,black
Illinois,IL,1971,Male,Midwest,East North Central,58.92244735,black
Illinois,IL,1972,Female,Midwest,East North Central,68.34600019,black
Illinois,IL,1972,Male,Midwest,East North Central,59.3494212,black
Illinois,IL,1973,Female,Midwest,East North Central,68.8538631,black
Illinois,IL,1973,Male,Midwest,East North Central,59.59451105,black
Illinois,IL,1974,Female,Midwest,East North Central,69.40848037,black
Illinois,IL,1974,Male,Midwest,East North Central,59.99424239,black
Illinois,IL,1975,Female,Midwest,East North Central,70.25725081,black
Illinois,IL,1975,Male,Midwest,East North Central,60.44430643,black
Illinois,IL,1976,Female,Midwest,East North Central,70.81762488,black
Illinois,IL,1976,Male,Midwest,East North Central,61.13303657,black
Illinois,IL,1977,Female,Midwest,East North Central,71.30783957,black
Illinois,IL,1977,Male,Midwest,East North Central,61.81278863,black
Illinois,IL,1978,Female,Midwest,East North Central,71.74930811,black
Illinois,IL,1978,Male,Midwest,East North Central,62.28599537,black
Illinois,IL,1979,Female,Midwest,East North Central,71.95773134,black
Illinois,IL,1979,Male,Midwest,East North Central,62.41689951,black
Illinois,IL,1980,Female,Midwest,East North Central,72.0101201,black
Illinois,IL,1980,Male,Midwest,East North Central,62.75634907,black
Illinois,IL,1981,Female,Midwest,East North Central,72.34301879,black
Illinois,IL,1981,Male,Midwest,East North Central,63.23650326,black
Illinois,IL,1982,Female,Midwest,East North Central,72.54243814,black
Illinois,IL,1982,Male,Midwest,East North Central,63.41075667,black
Illinois,IL,1983,Female,Midwest,East North Central,72.61109951,black
Illinois,IL,1983,Male,Midwest,East North Central,63.55511818,black
Illinois,IL,1984,Female,Midwest,East North Central,72.90966938,black
Illinois,IL,1984,Male,Midwest,East North Central,63.83182328,black
Illinois,IL,1985,Female,Midwest,East North Central,72.70448615,black
Illinois,IL,1985,Male,Midwest,East North Central,63.71702451,black
Illinois,IL,1986,Female,Midwest,East North Central,72.53334144,black
Illinois,IL,1986,Male,Midwest,East North Central,63.43385146,black
Illinois,IL,1987,Female,Midwest,East North Central,72.5013208,black
Illinois,IL,1987,Male,Midwest,East North Central,63.23537695,black
Illinois,IL,1988,Female,Midwest,East North Central,72.24133272,black
Illinois,IL,1988,Male,Midwest,East North Central,62.74581295,black
Illinois,IL,1989,Female,Midwest,East North Central,72.40740147,black
Illinois,IL,1989,Male,Midwest,East North Central,62.5897774,black
Illinois,IL,1990,Female,Midwest,East North Central,72.54085172,black
Illinois,IL,1990,Male,Midwest,East North Central,62.4247321,black
Illinois,IL,1991,Female,Midwest,East North Central,72.78561641,black
Illinois,IL,1991,Male,Midwest,East North Central,62.44447886,black
Illinois,IL,1992,Female,Midwest,East North Central,73.08059197,black
Illinois,IL,1992,Male,Midwest,East North Central,62.6109639,black
Illinois,IL,1993,Female,Midwest,East North Central,72.97446724,black
Illinois,IL,1993,Male,Midwest,East North Central,62.613287390000004,black
Illinois,IL,1994,Female,Midwest,East North Central,73.10497944,black
Illinois,IL,1994,Male,Midwest,East North Central,62.8799889,black
